,0
1360,361819.15768642165
1361,266748.14269318734
1362,35559.55869075924
1363,719884.0715837704
1364,509132.1349800428
1365,678544.582290564
1366,269598.6840262329
1367,1421243.1636963538
1368,271916.6505592377
1369,1300315.0126078743
1370,859507.4976157424
1371,934510.2844364302
1372,417878.53931484814
1373,1099863.4517514133
1374,1230269.2065593516
1375,736159.8177594332
1376,247451.89069182915
1377,374114.1997949254
1378,767069.828609832
1379,499400.1018688729
1380,642261.9023484598
1381,286955.27987736516
1382,569237.2148717376
1383,442211.27701154165
1384,583754.4218795637
1385,287029.18652279617
1386,494459.14325961634
1387,702683.668908013
1388,50751.303036177706
1389,-172894.8120522797
1390,198383.67796687374
1391,247844.9532535039
1392,146691.4555248132
1393,658823.7435137278
1394,777517.8361756918
1395,2069292.4602740253
1396,591757.2873144202
1397,1357187.7865071762
1398,648929.223771528
1399,354204.40718878596
1400,-33780.86478175846
1401,631482.5298035608
1402,361029.63604244974
1403,406029.74812999007
1404,317593.71651361126
1405,350350.4945833791
1406,717243.5882443988
1407,157495.50055238372
1408,365245.16862464417
1409,517691.2253370583
1410,533506.3202089382
1411,646179.8665923985
1412,910681.9053272895
1413,1422344.6684604525
1414,550534.7615833567
1415,523015.29288326134
1416,998083.9446372102
1417,265511.8550171672
1418,725118.6114618279
1419,585853.0956670921
1420,1400325.1958213365
1421,1017021.3161707338
1422,775995.4633815817
1423,593167.8101666232
1424,802679.6296739045
1425,283748.58709125797
1426,275846.62463040213
1427,1384123.5464140652
1428,851212.0942734965
1429,743073.9556230048
1430,233673.97823743225
1431,520338.86668015167
1432,-114005.63833817991
1433,422508.02075162786
1434,330613.8228063934
1435,278800.07784121955
1436,544205.5590792987
1437,449974.27339151956
1438,1314214.8614746663
1439,264848.77211494173
1440,856422.2305152853
1441,83611.33145066776
1442,459577.78769890894
1443,435085.59042840556
1444,827995.6701481474
1445,225309.14753913874
1446,1035927.3093996589
1447,784712.5282259041
1448,412452.5656763769
1449,753594.1809434557
1450,915065.0572609782
1451,324857.41163519456
1452,226382.11135289609
1453,1287986.9615688678
1454,392234.6327074524
1455,465082.08762413426
1456,1098410.617579475
1457,702586.7875374921
1458,968570.611223295
1459,563063.8820324468
1460,1544482.975538869
1461,407956.99354176654
1462,993753.0773048165
1463,371077.63191909064
1464,271119.8574991562
1465,571335.8366704097
1466,98406.05315625964
1467,918849.9956383546
1468,240873.4397844941
1469,615179.6342158326
1470,-266584.7583824882
1471,537468.526381672
1472,1065731.8760483377
1473,223305.28824130713
1474,515670.2237193568
1475,1186281.8818073384
1476,395944.23335673916
1477,481838.89389778464
1478,1174714.4424303467
1479,206551.02743757964
1480,566373.8844930007
1481,701215.7497783868
1482,796791.2811175643
1483,464049.659588321
1484,746498.1921211033
1485,1222381.9177543982
1486,936060.3453111452
1487,828039.9241992274
1488,354712.5943822232
1489,488116.97692282
1490,382450.8861250427
1491,401541.5360136115
1492,390000.22407986165
1493,508383.08283284935
1494,433716.1109289427
1495,788888.3271906845
1496,246380.10951165482
1497,415611.4815819928
1498,305844.6068271091
1499,552727.5342870161
1500,359539.4723118163
1501,862747.7074027419
1502,504014.82413918327
1503,458761.5510348412
1504,225921.80547731894
1505,755829.1603481484
1506,401457.1572907929
1507,246218.06043032062
1508,757764.0253623305
1509,439505.67873435677
1510,415103.6488874197
1511,530541.1014053124
1512,453277.250423289
1513,278728.64083303564
1514,241298.73952199466
1515,454648.0857609756
1516,789466.7491731695
1517,412248.8547257234
1518,264281.98337226047
1519,834680.7971759279
1520,96497.6784460849
1521,495627.6840175494
1522,601325.2240076616
1523,173068.40176490176
1524,136785.19948351564
1525,784105.4783584583
1526,139215.1909919324
1527,880673.0226905706
1528,146354.8747513006
1529,341144.4317280903
1530,112334.2278172531
1531,18396.70428129859
1532,564277.7154520759
1533,372171.50747934054
1534,439011.08200107305
1535,477841.5773236202
1536,370235.18754164095
1537,655590.9775867478
1538,1054806.6859987616
1539,678465.2383910953
1540,1412621.676028125
1541,645749.2070614991
1542,404911.44897760113
1543,1177901.7101381035
1544,113650.9454047691
1545,429666.31057608675
1546,684151.8316116211
1547,745534.9283811405
1548,501011.26305117016
1549,833625.4072624332
1550,95534.87534401554
1551,401195.93540400825
1552,86990.12658118794
1553,635755.3807964511
1554,968298.6520623352
1555,509849.2464518526
1556,679762.4803827825
1557,550344.2549480352
1558,598194.7757648586
1559,835238.4831645562
1560,185715.79716877796
1561,584155.5655093745
1562,900740.4844947379
1563,330262.43743131927
1564,480880.263743444
1565,496163.8733422472
1566,252111.11649563268
1567,472020.5312391728
1568,1226935.9503977476
1569,714863.7892694615
1570,630337.6427528335
1571,696587.393226463
1572,474980.53733930096
1573,419793.5037129272
1574,405480.99047228554
1575,193079.3995898986
1576,941705.4827849838
1577,841956.1083171874
1578,166816.86737039167
1579,558303.9067450775
1580,307195.8732305389
1581,106208.82514424203
1582,913417.5695069506
1583,196415.83456289402
1584,729236.1392911432
1585,1546969.644078264
1586,181094.80762519198
1587,772671.3537828126
1588,743753.2113679962
1589,184376.76294282597
1590,1012712.2053826259
1591,673961.2550730174
1592,285386.4352694103
1593,470470.8144792109
1594,770201.589473323
1595,543619.7416263873
1596,307395.95356076735
1597,590898.824516188
1598,47384.80954887654
1599,705670.6986417873
1600,524708.6146061919
1601,129905.96008198312
1602,512564.05266317516
1603,686610.6266594054
1604,1487501.816482089
1605,930176.6950818627
1606,821518.2602507464
1607,717198.157825345
1608,909424.2805543431
1609,843149.5476197061
1610,630084.5942176635
1611,463945.301488593
1612,187601.48189047107
1613,474125.99498287414
1614,877698.7394438066
1615,319137.8035637223
1616,299374.76543930254
1617,278086.0906973514
1618,1294269.920494012
1619,1410727.6572346203
1620,1030507.5210082241
1621,808049.7588922995
1622,970227.5115136044
1623,570623.8778676437
1624,1491520.300590441
1625,563221.3341769953
1626,1395407.4732928826
1627,717116.6111218994
1628,309471.68142922106
1629,331647.49084453797
1630,851690.7913580305
1631,993923.5004493146
1632,1109217.0264233574
1633,234290.7938574052
1634,470290.2147838024
1635,496480.60530520254
1636,197520.12743724498
1637,701535.7123791917
1638,663888.8472205775
1639,922496.9668132899
1640,372921.5458198141
1641,1769342.5868972908
1642,108254.7118907657
1643,331126.86448504985
1644,302599.54146959446
1645,883700.0444217707
1646,221154.01733701432
1647,322941.3567513983
1648,1471936.9137808112
1649,344799.2957753178
1650,533996.7344404367
1651,871116.3421848953
1652,499338.84442518954
1653,264251.3993670432
1654,345482.1485709889
1655,676306.4485911964
1656,625447.3134875033
1657,982081.7751365366
1658,397555.94814824744
1659,332624.09092396183
1660,546144.2814363332
1661,1087299.825072751
1662,185143.63698077074
1663,477115.6954166681
1664,480428.5490537734
1665,1040391.2967091181
1666,376438.8555806009
1667,1039728.0753360527
1668,-268041.7358081661
1669,502610.41605856724
1670,884338.4795635977
1671,121817.3040262615
1672,245759.52392980544
1673,478189.471900924
1674,1112.4329489168595
1675,377530.3026714743
1676,262500.0008630979
1677,664920.6372324598
1678,425409.65106627846
1679,483484.0908956805
1680,644618.833050664
1681,936049.1055064105
1682,300928.5927627882
1683,1133479.6006904785
1684,370074.7172432897
1685,1218461.708135637
1686,212300.5222427603
1687,37747.94782531791
1688,1205833.7695730887
1689,682258.4856026605
1690,277567.2278839786
1691,936168.3354178375
1692,1513861.4075702894
1693,352866.27839720354
1694,391783.05649697385
1695,231929.8979134073
1696,1046269.4805629438
1697,924736.3965598781
1698,581455.5145959003
1699,749099.7017830238
1700,478421.27990761376
1701,574761.2690537857
1702,95580.38506247883
1703,247681.22902744287
1704,417586.8789813919
1705,322668.7035721439
1706,481581.83775515377
1707,371854.3021224296
1708,197030.70932233223
1709,765594.3187103723
1710,650621.8347036359
1711,1413289.5677299611
1712,549049.1275070651
1713,350243.21944589424
1714,233964.29384000506
1715,223119.60601955734
1716,132352.359642338
1717,99680.96995113493
1718,207530.50946480577
1719,798153.9181541952
1720,700016.4062735604
1721,355998.51093362365
1722,503800.5481784139
1723,671604.9032606299
1724,880677.7690740748
1725,1303843.738159109
1726,261149.6498404537
1727,705941.204354115
1728,132067.06441470498
1729,541543.1367713086
1730,736631.5021784093
1731,694761.3807702183
1732,270124.46694403194
1733,274679.79615080275
1734,2593844.187399864
1735,185660.1935458795
1736,44209.770112372236
1737,150509.69950806332
1738,144368.966472979
1739,272020.9035436774
1740,376228.2726467481
1741,460293.29407302267
1742,561563.9504989748
1743,782033.9236864941
1744,379091.49010867765
1745,595383.5998053384
1746,573611.3242136388
1747,751947.4023529867
1748,734679.7646927808
1749,199081.95739981649
1750,-138155.12375893624
1751,407988.7802115043
1752,198957.88363728538
1753,498959.01597254246
1754,574794.702640961
1755,474470.0041863102
1756,219016.2093475068
1757,129215.4577593084
1758,822492.9998581071
1759,565722.5322809744
1760,1018404.150636498
1761,910413.3086342957
1762,988811.4283051881
1763,762929.0327708088
1764,395693.0655581447
1765,470933.41675346205
1766,234680.93042410997
1767,633427.9785775227
1768,263712.5148948874
1769,1419177.9848951935
1770,384370.71022836864
1771,403999.49539385305
1772,498082.489887842
1773,251756.82675687427
1774,318917.38446736557
1775,438122.96947970975
1776,-163919.11492656206
1777,516326.8345007205
1778,424947.2457302228
1779,1885377.7681659926
1780,722280.5277846458
1781,30807.073585090635
1782,872203.705935089
1783,881214.7083739458
1784,376713.12737292924
1785,331133.32753592206
1786,848271.5896903801
1787,524268.3383924739
1788,630986.982438251
1789,473473.4633680482
1790,836783.1463702548
1791,1459169.577298236
1792,316881.5422867163
1793,750642.301456784
1794,540127.777543872
1795,682840.1791360697
1796,496611.753099323
1797,2069203.8140733321
1798,375297.62863846624
1799,558732.5582959682
1800,795879.497784117
1801,-97162.80597091065
1802,249058.68618499575
1803,267417.9092652988
1804,589033.8588997544
1805,148775.9501428915
1806,131849.33654411987
1807,559232.4576480719
1808,543981.2472228057
1809,648684.9243911268
1810,767193.765606796
1811,45700.43192073074
1812,303852.7290010714
1813,346219.5170526393
1814,437173.6735294205
1815,401631.0566633849
1816,1594404.781374426
1817,462170.4496268318
1818,402448.86023332155
1819,133041.36562231596
1820,372177.28170466155
1821,329438.5289639202
1822,514568.2718929667
1823,726319.0790867216
1824,1013048.7312879582
1825,92427.49105091492
1826,287273.51097735
1827,247622.47083375492
1828,348249.8305038448
1829,604131.0746335519
1830,158432.46884564986
1831,1600965.0968189207
1832,499102.69050718634
1833,557389.2808342031
1834,291849.8119840999
1835,334951.0116861627
1836,205018.2074113323
1837,669355.5954130472
1838,774876.142758086
1839,615594.421922524
1840,420507.6628760586
1841,834857.152344244
1842,1203251.067994291
1843,218347.02282200492
1844,650071.0351785264
1845,403066.6729177836
1846,493232.4170563442
1847,703348.4657332407
1848,178789.26288533147
1849,645339.3500019473
1850,531597.9484426833
1851,67057.15345349145
1852,336121.9333043769
1853,1339980.3393112798
1854,754471.0879879646
1855,568899.3251439716
1856,210327.25290497305
1857,695268.8092846216
1858,554446.2090398992
1859,563986.6441477733
1860,-16904.87037285912
1861,304436.66182112717
1862,436522.1826966816
1863,591772.2084763055
1864,697465.1037097204
1865,1087296.3068762966
1866,12110.392216539767
1867,296110.2985062713
1868,535872.1538127591
1869,958647.8351784822
1870,908187.334599787
1871,455191.59124985884
1872,735130.530266247
1873,221891.0845019059
1874,536122.8170154969
1875,684219.3263880428
1876,837629.2293370584
1877,458071.0805610564
1878,555885.5307962557
1879,3218.098994504893
1880,623699.9853316471
1881,518989.3842713558
1882,270188.45386550954
1883,-74319.0878138585
1884,699220.2168808775
1885,850268.8253825643
1886,1398785.9125794587
1887,1424771.794216339
1888,204207.40908829682
1889,259506.01596073876
1890,647633.9540542313
1891,670699.3164479373
1892,250158.61897157482
1893,128356.61522949982
1894,509790.60372890916
1895,231534.43467007007
1896,571390.2549876188
1897,244220.49541374936
1898,770475.946811034
1899,235432.5625878969
1900,157051.21287858422
1901,571228.0242462885
1902,341710.02848704706
1903,585191.0167909361
1904,312833.3426761725
1905,195712.58257885906
1906,894584.4871595664
1907,874291.2295044571
1908,175616.048140126
1909,1128764.0213498906
1910,293405.0282495293
1911,244932.05825634132
1912,575592.8111837797
1913,758664.2460815668
1914,43990.32248227234
1915,826132.0144966714
1916,452117.7363212495
1917,849707.4846884607
1918,519821.25458403165
1919,552108.2295152312
1920,161657.6893687584
1921,764707.05786492
1922,192268.4848647103
1923,616704.0282390208
1924,498536.2642861379
1925,345970.89610052004
1926,413556.28600481164
1927,353275.9056366937
1928,515938.8779037624
1929,496126.48087851924
1930,692303.0228497176
1931,471616.7431496895
1932,734286.5160446886
1933,276202.29373230296
1934,238645.8893720471
1935,300812.9206304946
1936,1491633.6359304832
1937,750215.8357666781
1938,392900.6691086119
1939,846810.5337692098
1940,578635.9061516955
1941,308580.0245923075
1942,448980.6622013706
1943,224426.93307499675
1944,-42179.7699719817
1945,654554.2010706272
1946,977015.0138010295
1947,874005.3524818699
1948,208294.95868460165
1949,468230.82059341646
1950,222160.02833013824
1951,721084.6325156171
1952,1439086.9273579451
1953,1162730.4806988933
1954,1746270.810503229
1955,180543.33340956556
1956,-61181.53267796608
1957,657750.1130813414
1958,799185.6664682123
1959,567434.2152827601
1960,960077.6241376254
1961,812330.975920106
1962,499465.3943651918
1963,594057.8121122115
1964,426620.9844902654
1965,1975449.8090354623
1966,553466.4932565815
1967,375862.08347380895
1968,502277.6277674899
1969,210999.32455607975
1970,284003.6627226644
1971,427713.30635252467
1972,1124829.254241019
1973,264627.5137003808
1974,1119653.9923496833
1975,983941.3666564982
1976,1320936.2774006487
1977,79750.3866524286
1978,846118.5485744454
1979,763966.9630574714
1980,667323.8512907417
1981,783420.4607175753
1982,652835.5671908015
1983,371644.6738265554
1984,1166131.8403973547
1985,667093.9002884047
1986,639674.4979521632
1987,1311731.8692191914
1988,540776.9155736086
1989,174715.92654639325
1990,482131.48950566386
1991,250485.8795280932
1992,650111.9171179739
1993,808327.9995630605
1994,662103.9371553086
1995,407775.535571306
1996,368778.1577086828
1997,593082.1952352624
1998,661860.8610654116
1999,181655.4191911046
2000,175760.07015351264
2001,557275.1755317202
2002,464264.18527118117
2003,387038.5847412663
2004,1037148.6976692086
2005,417140.198392543
2006,550436.3359265394
2007,183188.02446399722
2008,79008.38205830689
2009,245820.14027835894
2010,226458.70274421998
2011,747563.5993688217
2012,213659.9812778324
2013,493583.5426806661
2014,264804.42843708425
2015,863976.5726309136
2016,484744.5755843106
2017,-39597.393909938866
2018,276853.80327071506
2019,782959.6083067507
2020,240616.46600744053
2021,279290.98726352863
2022,543575.7388993574
2023,758432.0853002942
2024,503769.12887452636
2025,948243.1246675652
2026,519786.016246471
2027,1134870.728252322
2028,462347.2945780746
2029,463452.4477623403
2030,452837.21041521896
2031,1687262.4386909935
2032,51809.387095549726
2033,767460.8776449447
2034,641656.9138089237
2035,63534.649080021016
2036,1415601.0234482116
2037,1472194.102162668
2038,1034041.2300374069
2039,564452.3870248408
2040,344097.24304892507
2041,609948.7081862405
2042,309256.4892953979
2043,622174.2754899919
2044,746395.347143684
2045,231457.6417435297
2046,596810.481217204
2047,1038171.297810668
2048,487137.3186451441
2049,714122.025835699
2050,231327.06582630647
2051,693099.8215294714
2052,622674.9900559175
2053,247984.71546555927
2054,679584.0770614545
2055,1266853.3199523967
2056,901783.1171881288
2057,-29961.167227573955
2058,96427.2657936542
2059,1177477.0301446659
2060,1174072.5549393357
2061,589358.2921960439
2062,1026365.0589725407
2063,465492.48403954343
2064,652509.4528532849
2065,647642.3017954001
2066,293293.5179270279
2067,705668.9616284593
2068,717291.104107236
2069,299833.7417589262
2070,432524.7119573738
2071,836624.7943166959
2072,653491.4138206969
2073,859349.5812695139
2074,600334.9580893788
2075,236395.95484196767
2076,1703414.2025800082
2077,492957.57865749765
2078,461797.173733006
2079,651170.934979861
2080,458358.9046164686
2081,282843.28420979955
2082,474228.33310136315
2083,836685.7931092192
2084,607897.0330053655
2085,444728.3194617453
2086,717578.5462561535
2087,172329.58194018598
2088,742051.4879816624
2089,-49329.67855801326
2090,339874.8360160837
2091,390343.47895790474
2092,592865.5917211478
2093,415681.19286595855
2094,404697.5493688411
2095,842403.7183191181
2096,423304.6686013085
2097,-70133.81219390975
2098,-80572.68145536492
2099,103416.93388131692
2100,860923.7926977024
2101,626327.3840709862
2102,624865.61731885
2103,-91615.83002351684
2104,879234.6730625922
2105,1632289.6578412242
2106,417764.6156321722
2107,1209376.6709867558
2108,689747.089024869
2109,371546.98206549813
2110,106299.74029908323
2111,712042.1164833725
2112,941061.41034388
2113,84979.41774168878
2114,447813.31055040774
2115,712388.6762185404
2116,438692.1302560379
2117,551879.6125586575
2118,481986.821599534
2119,220972.4999108857
2120,570305.8041470394
2121,233528.20941261074
2122,-34019.90113511545
2123,229244.76253125066
2124,707536.3630958876
2125,712998.2892975224
2126,44736.26167528314
2127,963304.2894462902
2128,355351.21159394854
2129,950860.0462952506
2130,156390.46218532423
2131,788385.3012834177
2132,499989.2616915656
2133,1086141.9261778449
2134,933309.911542853
2135,434422.3063233292
2136,-50916.288124244835
2137,824913.0984317489
2138,549905.1302825595
2139,563636.0235567362
2140,622370.9095855948
2141,718065.8839972463
2142,129217.1059375481
2143,-131574.34039895685
2144,1033915.1298142619
2145,533852.6534231452
2146,138423.93715798506
2147,218115.97789595678
2148,233268.89591830957
2149,704373.0589287808
2150,380670.8378508263
2151,519707.20822177373
2152,498763.25114595366
2153,473733.2431175371
2154,321038.7008880817
2155,639668.1996359869
2156,17714.991324006434
2157,-78399.02411088525
2158,367264.50810424844
2159,518437.6657767383
2160,17166.633046905336
2161,527070.8732123681
2162,451077.4407087404
2163,372083.0217022534
2164,578586.7480669545
2165,587214.6338456769
2166,985248.3998285284
2167,797638.168319238
2168,222957.0961847551
2169,486667.384211443
2170,519356.8665682336
2171,599327.9829145063
2172,604387.8844854143
2173,556004.7993739308
2174,530374.5465861579
2175,639089.1373788919
2176,556554.7994313935
2177,1129641.4187100502
2178,938516.3412482297
2179,319285.1412522467
2180,1019030.7254047709
2181,74750.49839545187
2182,419470.16611036635
2183,533454.9345104968
2184,692114.1497095798
2185,733160.3435555776
2186,78043.83801020804
2187,408065.96306880587
2188,278022.0887694976
2189,482545.19533779135
2190,896355.3202565735
2191,223788.4317811543
2192,277382.31847652997
2193,1501719.0155211026
2194,164121.6987260391
2195,783309.869693438
2196,70241.42519496952
2197,148536.9807486242
2198,905895.7911282313
2199,401302.5178753191
2200,684276.0473589988
2201,283353.56449229014
2202,1154094.6368755451
2203,466745.3454411855
2204,350769.98437867255
2205,720502.7224185648
2206,266366.24883692997
2207,423352.98896570515
2208,-10852.521736328461
2209,94073.12177352363
2210,1031251.1422345684
2211,235577.92620578955
2212,425413.55529318587
2213,-46579.19652171823
2214,33206.87924552371
2215,411778.929339439
2216,1267935.5994408238
2217,578272.8311851096
2218,237615.22815622797
2219,211376.56625746167
2220,792702.7217726876
2221,595215.5564137469
2222,906648.1182515275
2223,560428.1279646917
2224,324859.9348505379
2225,507034.93279855314
2226,593143.7497074961
2227,287045.51097845397
2228,323905.99660835403
2229,1011207.312222967
2230,574452.185793823
2231,670571.4180267154
2232,-125797.51464525709
2233,393081.2406331637
2234,542465.6812187355
2235,499771.2692130415
2236,465830.210453675
2237,411240.1810702217
2238,428743.78934407944
2239,143597.36668364418
2240,257682.60737261391
2241,271325.35154334846
2242,468085.91194152134
2243,597995.0648558885
2244,476895.4912421012
2245,755890.0131628205
2246,483019.08235067956
2247,966284.0036228407
2248,944907.7296133974
2249,494594.0360665972
2250,364861.26699697645
2251,615578.1861804939
2252,374777.94416929455
2253,240405.81946571788
2254,632262.7790526926
2255,383791.8240670434
2256,485394.8187724978
2257,122163.08765914332
2258,341496.849641987
2259,70697.89150430611
2260,640285.2551409177
2261,209061.65960889257
2262,378018.02508184325
2263,950020.7411994782
2264,1004667.2595298683
2265,497899.4357304636
2266,274562.2810095487
2267,520150.3662996944
2268,339954.51240125264
2269,712106.1634168449
2270,329305.7297777849
2271,634064.9750898016
2272,433143.4384940971
2273,418045.44230518513
2274,431010.2800025132
2275,135806.28763655853
2276,999402.7824918706
2277,616055.1907854718
2278,778702.9671914553
2279,1096222.8143166988
2280,916486.4113459674
2281,604122.8485616071
2282,196769.15967745997
2283,508962.1145527292
2284,1509414.0853308593
2285,296435.9696281655
2286,449195.79155270336
2287,449813.1857179522
2288,850730.8639057471
2289,704656.49621319
2290,253676.61945909658
2291,787974.3378316169
2292,185240.7511162145
2293,1477444.1012208038
2294,555754.0638928445
2295,424919.98605624505
2296,689369.5117863201
2297,651342.2792348344
2298,761388.7777594541
2299,123060.92419771256
2300,232087.2372329351
2301,360329.27025015047
2302,761669.2924193621
2303,1824319.3914970662
2304,1269397.1188807944
2305,582619.5304292344
2306,162031.24983656022
2307,121373.79819914978
2308,325551.2084152601
2309,339042.2415705398
2310,637544.2602806261
2311,269160.19464151585
2312,177157.42318216123
2313,411134.22521827114
2314,548012.2432866158
2315,593016.606369785
2316,1366146.2379031633
2317,264816.6331227768
2318,464655.0395288995
2319,1178156.5270586447
2320,594044.4928676733
2321,547800.4418825298
2322,430064.9242683423
2323,232354.46820869966
2324,575993.4256497041
2325,545001.6785284219
2326,173473.70014036202
2327,91825.1072888723
2328,284262.8159958024
2329,117103.45075506059
2330,260790.96769730572
2331,358135.35251271946
2332,1238962.5559524852
2333,283957.38658083754
2334,305963.413578438
2335,295338.9175204815
2336,442975.23206853855
2337,1271732.2941755084
2338,463542.51696425583
2339,315380.0161136454
2340,306272.44614863256
2341,854991.8315557266
2342,1193879.4999724338
2343,355723.08495510556
2344,1385249.4300002605
2345,450804.11593472527
2346,1083328.552085298
2347,391340.26910337457
2348,513907.29990944127
2349,779241.805214077
2350,906482.2804342095
2351,747145.367750589
2352,220902.17006162525
2353,912590.86577228
2354,439804.3199838913
2355,266908.4654967406
2356,659410.0758102727
2357,563009.151540429
2358,567796.985780388
2359,306960.7708587606
2360,248459.74205432157
2361,156375.6504016671
2362,540074.4221829766
2363,221491.0002315594
2364,513466.23780657013
2365,344073.3756563398
2366,101150.0797685255
2367,720331.6522734545
2368,881139.6595125358
2369,63943.78194266936
2370,642608.7088778632
2371,389722.99153308826
2372,245533.63415168267
2373,429859.6016522102
2374,421203.31746471685
2375,254488.12586583744
2376,742505.7127188958
2377,26961.118139404512
2378,312121.53084067616
2379,307202.4860072498
2380,1090979.226502779
2381,190735.09863979957
2382,868111.4419055405
2383,400320.7776747823
2384,445546.35265940556
2385,1021892.5422159956
2386,666320.9204368156
2387,597099.5843308141
2388,874449.9019738612
2389,273908.11568827985
2390,562358.7854709637
2391,265032.9739417976
2392,379669.4807171093
2393,86452.18374786736
2394,248971.79738846235
2395,416071.48067089194
2396,229482.46702327701
2397,813406.1801117226
2398,-39931.195153704786
2399,613716.9058480567
2400,523131.4716434063
2401,228082.2592127252
2402,626365.0844839626
2403,549171.7708945752
2404,-79203.93119707835
2405,638869.2036573536
2406,1237739.2879117662
2407,622629.5443092142
2408,412950.8010535699
2409,1345400.9494814794
2410,851457.9859670649
2411,179548.3973420374
2412,359820.7365008977
2413,738643.3913081044
2414,1071969.0471042078
2415,36111.797130472434
2416,497999.0631835952
2417,456183.09949013323
2418,1022663.5540958558
2419,465813.50566611683
2420,247904.1128032399
2421,244467.86240047513
2422,536979.4298229722
2423,489355.1984625915
2424,1123637.336021158
2425,437158.07667849155
2426,1744688.8255035416
2427,274608.3512864471
2428,303040.77448233997
2429,141228.28912502655
2430,396913.15551636147
2431,468133.02462291555
2432,919821.0223386028
2433,511173.4960872558
2434,-35831.02623138786
2435,476585.15666876675
2436,356158.64007530105
2437,962232.9990866858
2438,498680.3971030972
2439,1016414.2070134486
2440,536853.2584380565
2441,272790.4746820896
2442,470083.27535388886
2443,1040342.4658922154
2444,337016.61856085504
2445,897454.4432873366
2446,1100159.1094904216
2447,395384.8373842299
2448,443844.45289198146
2449,-175293.48138068544
2450,569515.2539784325
2451,58849.60901230783
2452,378008.2374911021
2453,570853.5194011797
2454,470064.6098336816
2455,878254.3679005139
2456,815737.1222770269
2457,239133.7239557528
2458,472483.62702756445
2459,70584.89603738277
2460,517805.4075328845
2461,478856.98526711296
2462,568167.3056715486
2463,532718.8958766599
2464,465332.4357915226
2465,562398.1575113931
2466,755171.0656793559
2467,561581.3625654294
2468,168769.35207366187
2469,1256559.6863244069
2470,427012.0613001413
2471,626767.601410848
2472,266856.97363500466
2473,361370.33173082594
2474,703734.6971571415
2475,111373.20111966034
2476,829498.7613120134
2477,192772.37082595623
2478,424442.2830468749
2479,67867.23677574412
2480,649412.6231598563
2481,531555.8224083782
2482,724339.0097866723
2483,519313.36412151007
2484,358715.4276305968
2485,820365.7577651584
2486,926404.5128101407
2487,140337.0747966529
2488,1067535.3651365926
2489,673286.937853215
2490,422749.6276482955
2491,611019.9808161644
2492,1008296.304848048
2493,1197889.3512363597
2494,-79104.74243848815
2495,310149.5856571846
2496,358228.95421380224
2497,653889.7847649391
2498,401203.66612816975
2499,425068.4380879464
2500,732207.9526884542
2501,667370.3962990133
2502,411751.11276162753
2503,149759.50795975095
2504,202869.51605033583
2505,542276.6235630875
2506,232981.60920636612
2507,1090727.9570099497
2508,355055.12628371036
2509,125982.07906187931
2510,900155.7255116465
2511,958053.4466185736
2512,643780.2317400146
2513,832197.8551575592
2514,495100.4117278366
2515,207398.75915741926
2516,511497.57677481323
2517,714604.3411767908
2518,401512.1485285023
2519,423512.1301566998
2520,576893.3346451053
2521,419993.2163886579
2522,474357.59442340443
2523,557086.8388435856
2524,950835.8417921207
2525,1166160.4744013227
2526,429650.2993577558
2527,718008.0736442481
2528,963027.1595965204
2529,850542.8337255866
2530,415891.00322255667
2531,290924.6838865166
2532,948513.669175658
2533,288764.53706801933
2534,483002.33142178226
2535,700263.9306495228
2536,520278.258599762
2537,380934.9665018106
2538,40523.61843801907
2539,805964.5336375121
2540,519727.35961531964
2541,126951.30199702317
2542,679668.6038412479
2543,964891.8259650305
2544,314186.7329996802
2545,453523.1101622761
2546,828619.3667030527
2547,302751.4566041331
2548,239209.70177441527
2549,347741.6544067154
2550,449133.86266593356
2551,395477.85833474307
2552,333334.681386344
2553,678847.7951191694
2554,862960.8333919164
2555,436772.409074462
2556,475147.4815592668
2557,572492.4622074416
2558,513403.2066068142
2559,213795.7907368212
2560,650400.9206676371
2561,61566.85438083741
2562,379393.2238556073
2563,1138622.3738677874
2564,423260.1891917732
2565,314620.4026670301
2566,927616.5071025974
2567,1119336.8151761424
2568,933438.8455218821
2569,305203.6938033423
2570,1143816.2394801802
2571,434119.2527592939
2572,183851.3924597471
2573,428188.8860851318
2574,595465.4431170332
2575,199032.08429988514
2576,-47011.21121644389
2577,725892.5167902175
2578,992657.6889017056
2579,1718176.1334089623
2580,666405.122741977
2581,101879.94084895379
2582,667373.5065535485
2583,274415.78056279273
2584,245386.36664720258
2585,293444.1782328343
2586,161117.9004740627
2587,530416.1114949897
2588,591320.8863805296
2589,1020593.6556314764
2590,415769.3503589091
2591,513477.9882251617
2592,460140.83970892336
2593,168967.70787257835
2594,1392416.4950590464
2595,800163.7246243021
2596,891664.3698352267
2597,577392.55274648
2598,268040.8904624358
2599,403345.0760306469
2600,507070.8611007676
2601,538622.0270303338
2602,595720.9283489407
2603,-24779.4645246109
2604,1030694.123994025
2605,534824.9868086849
2606,716820.695621369
2607,370858.1577814976
2608,349923.20921786793
2609,218815.2898524282
2610,1117646.9359948076
2611,958425.2475876232
2612,771279.8220931586
2613,183647.12338861602
2614,184015.60855286726
2615,254124.62244477385
2616,1067483.303458801
2617,683274.2625260114
2618,368379.92178142373
2619,429402.36751910637
2620,384237.24982792535
2621,947421.8363319818
2622,398437.543445535
2623,383668.73302408075
2624,1667484.4941229108
2625,457873.6079856858
2626,119670.28255008534
